Faca;0.4;;;;;
Facao;1.0;;;;;
Garrafa/Cantil cheio;0.5;;;;;
Canivete;0.2;;;;;
Machadinha;1.1;;;;;
Talheres;0.1;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
